noun,gender,lang
contre-feu,m,fr
contre-interrogatoire,m,fr
contre-terrorisme,m,fr
contre-mot,m,fr
contre-torpilleur,m,fr
contre-la-montre,m,fr
contre-filet,m,fr
contre-exemple,m,fr
coronavirus,m,fr
contre-espionnage,m,fr
corona,m,fr
contre-emploi,m,fr
contre torpilleur,m,fr
contre-courant,m,fr
coron,m,fr
contre-amiral,m,fr
cornouiller,m,fr
corolaire,m,fr
cornouiller sauvage,m,fr
corollaire,m,fr
cotisant,m,fr
coton,m,fr
cornique,m,fr
cornillon,m,fr
cornifle,m,fr
coronographe,m,fr
coup de pute,m,fr
coup de pouce,m,fr
coup de semonce,m,fr
coup de pompe,m,fr
coup de pot,m,fr
cotillon,m,fr
coup de sang,m,fr
coup de poing,m,fr
coup de pied de coin,m,fr
coup de mou,m,fr
coup de pied de but,m,fr
coup de pied au cul,m,fr
coup de main,m,fr
coup de pied,m,fr
crapaud buffle,m,fr
crapaud commun,m,fr
crapaud,m,fr
cran,m,fr
cranson,m,fr
crampons,"pl,m",fr
crampon,m,fr
cramoisissement,m,fr
cramique,m,fr
crucifiement,m,fr
CRS,"f,pl,m",fr
cru,m,fr
croyant,m,fr
crozet,m,fr
cruchon,m,fr
crowdfunding,m,fr
crowdlending,m,fr
crouston,m,fr
croupion,m,fr
croulement,m,fr
crottin,m,fr
crouton,m,fr
cryptonyme,m,fr
croulant,m,fr
cymbalion,m,fr
croupier,m,fr
cymbalier,m,fr
cygne,m,fr
cygne noir,m,fr
cylindre,m,fr
cyclotourisme,m,fr
cyclotron,m,fr
cyclostome,m,fr
cyclope,m,fr
cynorhodon,m,fr
deuil,m,fr
DEUG,m,fr
deuspi,m,fr
digon,m,fr
dhamma,m,fr
digone,m,fr
dignitaire,m,fr
digit,m,fr
digesteur,m,fr
digest,m,fr
diffusionnisme,m,fr
digeste,m,fr
digitigrade,m,fr
digestif,m,fr
digamma,m,fr
divan,m,fr
digba,m,fr
difluorure,m,fr
difluor,m,fr
diffuseur,m,fr
dito,m,fr
diurnal,m,fr
DIU,m,fr
district,m,fr
dititane,m,fr
dithyrambe,m,fr
distique,m,fr
disulfure,m,fr
distributeur,m,fr
disulfirame,m,fr
drac,m,fr
Dr.,m,fr
distributeur de billets,m,fr
distribanque,m,fr
distinguo,m,fr
distributif,m,fr
Dr,m,fr
drag,m,fr
doute,m,fr
doum,m,fr
douze coups de minuit,"pl,m",fr
doyen,m,fr
doudou,m,fr
douro,m,fr
doublet,m,fr
douteur,m,fr
dysprosium,m,fr
doubleur,m,fr
doublon,m,fr
dysfonctionnement,m,fr
dynamo,m,fr
dysphorie de genre,m,fr
dytique,m,fr
dynaste,m,fr
dynamiteur,m,fr
dynamoscope,m,fr
duumvir,m,fr
dynamitage,m,fr
dynamisme,m,fr
DVD,m,fr
duvet,m,fr
durillon,m,fr
durian,m,fr
duumvirat,m,fr
ed,m,fr
edelweiss,m,fr
elfe,m,fr
elfique,m,fr
en-avant,m,fr
en-cas,m,fr
EMS,m,fr
empressement,m,fr
emprunt,m,fr
emprunteur,m,fr
emprunt savant,m,fr
emprisonnement,m,fr
emportement,m,fr
endoderme,m,fr
enrobage,m,fr
enrochement,m,fr
enrichissement,m,fr
enregistreur phonique,m,fr
enregistreur,m,fr
enrayement,m,fr
enraiement,m,fr
ennui,m,fr
enquiquineur,m,fr
enregistrement,m,fr
enracinement,m,fr
enquiquinement,m,fr
escrivain,m,fr
escourgeon,m,fr
escompteur,m,fr
escogriffe,m,fr
escrimeur,m,fr
escorteur,m,fr
escopettier,m,fr
esclavage,m,fr
escopateur,m,fr
escompte,m,fr
esclavagisme,m,fr
escient,m,fr
esclandre,m,fr
examen,m,fr
exam,m,fr
examen d'admission,m,fr
examen blanc,m,fr
examen de conscience,m,fr
examen de passage,m,fr
exakatal,m,fr
ex-mari,m,fr
Ewok,m,fr
exacteur,m,fr
ex-libris,m,fr
evzone,m,fr
Falklandais,m,fr
falerne,m,fr
exarchat,m,fr
falafel,m,fr
falisque,m,fr
falconiforme,m,fr
faldistoire,m,fr
fakirisme,m,fr
falanouk,m,fr
falbala,m,fr
faix,m,fr
faitout,m,fr
FAL,m,fr
faits et gestes,"pl,m",fr
fait-tout,m,fr
fer,m,fr
fenton,m,fr
Fentanyl,m,fr
fenouil,m,fr
fenugrec,m,fr
fenouil de montagne,m,fr
fenil,m,fr
fakir,m,fr
filoir,m,fr
fenestron,m,fr
film noir,m,fr
fennec,m,fr
fentanyl,m,fr
film d'exploitation,m,fr
filon,m,fr
film muet,m,fr
filmage,m,fr
film d'horreur,m,fr
film de cul,m,fr
film de guerre,m,fr
film X,m,fr
foc,m,fr
foie,m,fr
foehn,m,fr
fodmap,m,fr
FN FAL,m,fr
FN-FAL,m,fr
flyer,m,fr
flux de travaux,m,fr
fluxion,m,fr
fluxage,m,fr
fractale,m,fr
flux RSS,m,fr
fractionnisme,m,fr
fractionnement,m,fr
flux tendu,m,fr
fractal,m,fr
foyer,m,fr
foyard,m,fr
fracas,m,fr
foutre,m,fr
fracassement,m,fr
fox-trott,m,fr
foutoir,m,fr
fouteur de merde,m,fr
foutriquet,m,fr
fqih,m,fr
fox-trot,m,fr
fox-terrier,m,fr
foutage de gueule,m,fr
fructane,m,fr
froufrou,m,fr
frac,m,fr
fouteur,m,fr
froumi,m,fr
fructidor,m,fr
fronton,m,fr
frou-frou,m,fr
frotteurisme,m,fr
frottis,m,fr
frottage,m,fr
fronteau,m,fr
frottoir,m,fr
frottement,m,fr
frotteur,m,fr
frontispice,m,fr
frontalier,m,fr
galvanisme,m,fr
galvaniseur,m,fr
galopeur,m,fr
galurin,m,fr
galopin,m,fr
galuchat,m,fr
galonnier,m,fr
gallon,m,fr
galon,m,fr
gaz naturel,m,fr
Gallois,m,fr
gallup,m,fr
gaz hilarant,m,fr
gallois,m,fr
gallodrome,m,fr
gay,m,fr
galop,m,fr
gaz de houille,m,fr
gaz carbonique,m,fr
gaz,m,fr
gavage,m,fr
gigaoctet,m,fr
gavroche,m,fr
gigantisme insulaire,m,fr
gayal,m,fr
gigakatal,m,fr
gigantisme abyssal,m,fr
gavial,m,fr
gigantisme,m,fr
gigaflop,m,fr
Gibraltarien,m,fr
gibier,m,fr
golf,m,fr
gibioctet,m,fr
Gibelin,m,fr
gibus,m,fr
golfe,m,fr
gibier de potence,m,fr
gogol,m,fr
goitre,m,fr
gogo,m,fr
goguettier,m,fr
gogolplex,m,fr
gibet,m,fr
grand-bi,m,fr
grand-chelem,m,fr
grand singe,m,fr
grand-duc,m,fr
grand-angle,m,fr
grand saut,m,fr
Grand Prix,m,fr
grand seigneur,m,fr
grand requin blanc,m,fr
grand roseau,m,fr
grand prix,m,fr
grand public,m,fr
grand reporter,m,fr
grand prieur,m,fr
groupe,m,fr
grouillot,m,fr
groupe de pression,m,fr
grouillement,m,fr
groupe de parole,m,fr
groupe de discussion,m,fr
grotesque,m,fr
groschen,m,fr
grossium,m,fr
grossulaire,m,fr
grossier merle,m,fr
groseillier,m,fr
gros-porteur,m,fr
grossissement,m,fr
gros-grain,m,fr
gros-cul,m,fr
gros titre,m,fr
gros temps,m,fr
gros sous,"pl,m",fr
gros public,m,fr
gros plan,m,fr
gros sabots,"pl,m",fr
haha,m,fr
haggis,m,fr
gros orteil,m,fr
hadj,m,fr
hahnium,m,fr
hadji,m,fr
hadopisme,m,fr
hadidou,m,fr
hafnium,m,fr
hacking,m,fr
hackeur,m,fr
hachisch,m,fr
hachis parmentier,m,fr
hacker,m,fr
hachoir,m,fr
hachis,m,fr
hackathon,m,fr
hadron,m,fr
haut-parleur,m,fr
haut-relief,m,fr
haut-parleur de graves,m,fr
hautbois,m,fr
haut mal,m,fr
haut lieu,m,fr
haut-de-chausses,m,fr
haut potentiel,m,fr
Hesbignon,m,fr
haut fourneau,m,fr
hommage,m,fr
hernute,m,fr
homicide volontaire,m,fr
homme,m,fr
hertz,m,fr
homespun,m,fr
hombre,m,fr
homicide involontaire,m,fr
homard canadien,m,fr
homard breton,m,fr
Hondurien,m,fr
humanisme,m,fr
humectage,m,fr
humain,m,fr
hummus,m,fr
humidificateur,m,fr
humanitarisme,m,fr
hululeur,m,fr
humage,m,fr
Hullois,m,fr
hululement,m,fr
huitrier,m,fr
humanine,m,fr
ibis,m,fr
icarisme,m,fr
ibadisme,m,fr
iambe,m,fr
i grec,m,fr
i,m,fr
hypothalamus,m,fr
hypotexte,m,fr
incognito,m,fr
inconfort,m,fr
hyposulfite,m,fr
incompris,m,fr
hypospadias,m,fr
incombement,m,fr
inconditionnel,m,fr
incitatif,m,fr
incivisme,m,fr
incapable,m,fr
incitateur,m,fr
incendiaire,m,fr
incel,m,fr
incendie,m,fr
incantateur,m,fr
inceste,m,fr
incarnat,m,fr
intercesseur,m,fr
intercalaire,m,fr
inter,m,fr
interculturalisme,m,fr
intendant,m,fr
intercepteur,m,fr
interdit,m,fr
interblocage,m,fr
intellectualisme,m,fr
incident,m,fr
intentionnalisme,m,fr
interclasse,m,fr
isotherme,m,fr
ispaghul,m,fr
isotope,m,fr
isopode,m,fr
isotone,m,fr
isorel,m,fr
ison,m,fr
isopropyle,m,fr
isopet,m,fr
jerk,m,fr
intellect,m,fr
isomorphisme,m,fr
isopentane,m,fr
isoloir,m,fr
jerez,m,fr
Jedi,m,fr
jujubier,m,fr
juillet,m,fr
jujube,m,fr
juif,m,fr
Juif,m,fr
juke-box,m,fr
jugulaire,m,fr
jugement de valeur,m,fr
jugement dernier,m,fr
juin,m,fr
jugement,m,fr
jugerum,m,fr
juge de ligne,m,fr
juge de touche,m,fr
juge d'instruction,m,fr
khan,m,fr
khamsin,m,fr
kharidjisme,m,fr
khanat,m,fr
khalifat,m,fr
khammessat,m,fr
Kevin,m,fr
khalife,m,fr
keum,m,fr
keutru,m,fr
keuf,m,fr
keut,m,fr
labre capitaine,m,fr
kevlar,m,fr
Labradorien,m,fr
labrador,m,fr
laboreur,m,fr
labourage,m,fr
laboureur,m,fr
labre,m,fr
labour,m,fr
laboratoire,m,fr
laborantin,m,fr
labo,m,fr
langar,m,fr
lange,m,fr
langagier,m,fr
langage d'assemblage,m,fr
langage corporel,m,fr
langage,m,fr
landau,m,fr
langage de programmation,m,fr
land,m,fr
landaulet,m,fr
langage de balisage,m,fr
landgraviat,m,fr
lancier,m,fr
landgrave,m,fr
lancinement,m,fr
lanceur partant,m,fr
lecteur de nouvelles,m,fr
lebel,m,fr
lecteur de CD,m,fr
leadership,m,fr
leader,m,fr
lecteur,m,fr
lecteur CD,m,fr
leasing,m,fr
le plus offrant,m,fr
libertinage,m,fr
libertarianisme,m,fr
libertin,m,fr
libero,m,fr
libre arbitre,m,fr
libertarien,m,fr
libertarisme,m,fr
litre,m,fr
litige,m,fr
Lithuanien,m,fr
lithodome,m,fr
lithium,m,fr
lithographe,m,fr
lithocarpe,m,fr
litham,m,fr
lithotriteur,m,fr
litchi,m,fr
lithien,m,fr
litage,m,fr
lithotome,m,fr
lit-cage,m,fr
lovelace,m,fr
louveteau-garou,m,fr
loustic,m,fr
louvetier,m,fr
loup-cervier,m,fr
louveteau,m,fr
loup de mer,m,fr
lourdaud,m,fr
loupiot,m,fr
loup fouisseur,m,fr
macron,m,fr
loup-garou,m,fr
loup dans la bergerie,m,fr
macrofossile,m,fr
macronisme,m,fr
macrocyste,m,fr
macrocyte,m,fr
macrocristal,m,fr
macrocellule,m,fr
macrocosme,m,fr
mal-vivant,m,fr
malabar,m,fr
mal du pays,m,fr
mal des transports,m,fr
mal de pierres,m,fr
mal de l'air,m,fr
mal de raquette,m,fr
manuel,m,fr
manuscrit,m,fr
mal de mer,m,fr
manutentionnaire,m,fr
manubrium,m,fr
mal de la route,m,fr
manteau,m,fr
mantra,m,fr
manquement,m,fr
mansionnaire,m,fr
manque,"f,m",fr
mantelet,m,fr
mansard,m,fr
maryland,m,fr
mas,m,fr
manouvrier,m,fr
masago,m,fr
mascara,m,fr
m'as-tu-vu,m,fr
martyrologe,m,fr
martyr,m,fr
martinet,m,fr
Martiniquais,m,fr
marxisme,m,fr
martyre,"f,m",fr
Mauritanien,m,fr
merdier,m,fr
merdia,m,fr
merdeux,m,fr
mercure,m,fr
mercredi,m,fr
mercurochrome,m,fr
mercredi des cendres,m,fr
mercredi des Cendres,m,fr
mercurate,m,fr
meunier,m,fr
merengue,m,fr
meursault,m,fr
meulier,m,fr
meulon,m,fr
meuglement,m,fr
meubles,"pl,m",fr
metteur,m,fr
mets,m,fr
meuble,m,fr
minibus,m,fr
minet,m,fr
Midi,m,fr
mineur,m,fr
minestrone,m,fr
mini-short,m,fr
mini-ordinateur,m,fr
metribuzine,m,fr
minerval,m,fr
minarchisme,m,fr
minbar,m,fr
minage,m,fr
minerai,m,fr
mimi,m,fr
mimosa,m,fr
mime,m,fr
mithriacisme,m,fr
monceau,m,fr
monaco,m,fr
monarque,m,fr
monadisme,m,fr
monarchisme,m,fr
moment,m,fr
mon vieux,m,fr
monachisme,m,fr
momon,m,fr
minaret,m,fr
montreur,m,fr
montoir,m,fr
Mr.,m,fr
Montmartrois,m,fr
Mr,m,fr
Mozambicain,m,fr
Mr Freeze,m,fr
mozarabe,m,fr
mozabite,m,fr
MPR,"f,m",fr
moyeu,m,fr
moyennage,m,fr
moyen-courrier,m,fr
moyen irlandais,m,fr
moyen perse,m,fr
nadir,m,fr
nabuchodonosorisme,m,fr
moyen gallois,m,fr
nabab,m,fr
nabuchodonosor,m,fr
nabot,m,fr
muscadet,m,fr
N.M.,m,fr
N/M,m,fr
n-simplexe,m,fr
n-uple,m,fr
n-uplet,m,fr
n-butane,m,fr
mzoungou,m,fr
necton,m,fr
nectarinier,m,fr
nectar,m,fr
nectaire,m,fr
nickel,m,fr
nickelage,m,fr
nichon,m,fr
Nicaraguayen,m,fr
nichoir,m,fr
nichrome,m,fr
niais,m,fr
nihilisme,m,fr
nibard,m,fr
non-moi,m,fr
non-dit,m,fr
non-lieu,m,fr
non-paiement,m,fr
non-fumeur,m,fr
non-alignement,m,fr
non-conformiste,m,fr
non-combattant,m,fr
non-conformisme,m,fr
nominatif absolu,m,fr
nommage,m,fr
nominateur,m,fr
nomogramme,m,fr
non,m,fr
nominalisme,m,fr
nominatif,m,fr
neck,m,fr
obus,m,fr
nominal,m,fr
obturateur,m,fr
obstacle,m,fr
non-sens,m,fr
obstructionnisme,m,fr
observateur,m,fr
obtenteur,m,fr
observatoire,m,fr
obscurantisme,m,fr
objet sexuel,m,fr
objet,m,fr
objet indirect,m,fr
objectivisme,m,fr
objet direct,m,fr
oblat,m,fr
objectif,m,fr
okroug,m,fr
oisillonne,m,fr
okapi,m,fr
oison,m,fr
oiselier,m,fr
oratoire,m,fr
oisillon,m,fr
oiseleur,m,fr
oreiller,m,fr
ordre permanent,m,fr
orateur,m,fr
oreille d'ours,m,fr
ordre utile,m,fr
ordre public,m,fr
oreillard,m,fr
ordre mondial,m,fr
ordre des choses,m,fr
ordre du jour,m,fr
ordre des mots,m,fr
otherkin,m,fr
ordre de virement,m,fr
ostrogoth,m,fr
ordre de passage,m,fr
ordre de vente,m,fr
otolithe,m,fr
ordre de marche,m,fr
otocyste,m,fr
otocyon,m,fr
ostyak,m,fr
ostracon,m,fr
ostiak,m,fr
ostracode,m,fr
osto,m,fr
ostrier,m,fr
pacanier,m,fr
ostracisme,m,fr
ostiaire,m,fr
pablisme,m,fr
PA,m,fr
pacage,m,fr
oukase,m,fr
ozone,m,fr
ozoniseur,m,fr
P. M. U.,m,fr
ostinato,m,fr
ozoneur,m,fr
ozonide,m,fr
ozonisateur,m,fr
ozonateur,m,fr
panafricanisme,m,fr
panache volcanique,m,fr
panais,m,fr
panage,m,fr
pan,m,fr
panache,m,fr
pamplemousse,m,fr
panachage,m,fr
pampre,m,fr
panama,m,fr
pamplemoussier,m,fr
paradigmatisme,m,fr
paradactyle,m,fr
paradeur,m,fr
paradigme,m,fr
parcours,m,fr
paracyclisme,m,fr
paracuta,m,fr
paraconide,m,fr
paracommando,m,fr
parterre,m,fr
Paracolois,m,fr
parnassien,m,fr
partageux,m,fr
partenariat,m,fr
part,"f,m",fr
paradis,m,fr
partenariat civil,m,fr
partageur,m,fr
partage,m,fr
partagiciel,m,fr
partant,m,fr
parsisme,m,fr
parsec,m,fr
parricide,m,fr
parrilla,m,fr
pays,m,fr
parrainage,m,fr
pays de Cocagne,m,fr
pays de cocagne,m,fr
payement,m,fr
payeur,m,fr
pavillon noir,m,fr
paxon,m,fr
pavois,m,fr
pavoisement,m,fr
pavement,m,fr
pavot,m,fr
pawnee,m,fr
pavillon,m,fr
parsi,m,fr
pavillon de complaisance,m,fr
paveur,m,fr
pentose,m,fr
pentoxyde,m,fr
pentane,m,fr
pentasulfure,m,fr
pentatome,m,fr
pentaquark,m,fr
pentathlon des neiges,m,fr
PETE,m,fr
pentaoxyde,m,fr
pentathlon,m,fr
pet foireux,m,fr
petit coin,m,fr
pet vaginal,m,fr
phimosis,m,fr
pet-de-nonne,m,fr
philtre,m,fr
philtrum,m,fr
philosophisme,m,fr
philistinisme,m,fr
philistin,m,fr
philodendron,m,fr
Philippin,m,fr
philibeg,m,fr
philharmonique,m,fr
pierre-feuille-ciseaux,m,fr
pierre-papier-ciseaux,m,fr
