noun,gender,lang
métonymie,f,fr
polytoxicomanie,f,fr
métaphore,f,fr
polyglotte,f,fr
méthode,f,fr
métaphysique,f,fr
Pologne,f,fr
poire,f,fr
podologue,m,fr
politiste,m,fr
poisse,f,fr
poitrine,f,fr
pollution,f,fr
pochetronne,f,fr
police,f,fr
poche,f,fr
podiatrie,f,fr
PMA,m,fr
poésie,f,fr
podiatre,m,fr
poêle,f,fr
RTT,f,fr
roulure,f,fr
route,f,fr
roue,f,fr
roue-pelle,f,fr
rose,m,fr
Roumanie,f,fr
ronde,f,fr
ROM,f,fr
rolleuse,f,fr
rosette,f,fr
roboticienne,f,fr
sémiométrie,f,fr
ségrégation,f,fr
robotique,f,fr
sécurité,f,fr
sève,f,fr
synthèse,f,fr
Syrie,f,fr
synesthésie,f,fr
synthétase,f,fr
syncope,f,fr
suscription,f,fr
synecdoque,f,fr
sympathie,f,fr
surmédicalisation,f,fr
survie,f,fr
surabondance,f,fr
surchemise,f,fr
surpêche,f,fr
superstition,f,fr
sueur,f,fr
vigne,f,fr
surmédiatisation,f,fr
suie,f,fr
vierge,f,fr
vieillesse,f,fr
vidéotransmission,f,fr
vidéographie interactive,f,fr
vidéographie diffusée,f,fr
vie,f,fr
vidéosurveillance,f,fr
vidéaste,m,fr
vidéographie,f,fr
vidéocommunication,f,fr
viduité,f,fr
vidéoconférence,f,fr
victimisation,f,fr
école,f,fr
œuvre,f,fr
victoire,f,fr
évolution,f,fr
écologie,f,fr
évasion de capitaux,f,fr
évasion fiscale,f,fr
étymologie,f,fr
évapotranspiration,f,fr
étuve,f,fr
étoile,f,fr
étole,f,fr
étoffe,f,fr
étoile de mer,f,fr
éthicienne,f,fr
étiquette,f,fr
étape,f,fr
étagère,f,fr
éthique,f,fr
étincelle,f,fr
érémiste,m,fr
éthologie,f,fr
étable,f,fr
équipe,f,fr
érosion,f,fr
épuisette,f,fr
éruption,f,fr
épée,f,fr
équation,f,fr
époque,f,fr
épopée,f,fr
épure,f,fr
éponge,f,fr
épingle,f,fr
épine,f,fr
épitaphe,f,fr
épinette,f,fr
épigraphie,f,fr
épilepsie,f,fr
épigraphe,f,fr
épidémie,f,fr
épave,f,fr
épectase,f,fr
épice,f,fr
épaulette,f,fr
épaule,f,fr
épaisseur,f,fr
épenthèse,f,fr
énigme,f,fr
émotion,f,fr
électricité,f,fr
émoticône,f,fr
élite,f,fr
élève,m,fr
Église,f,fr
égalité,f,fr
église,f,fr
égyptologue,m,fr
égide,f,fr
écurie,f,fr
écriture,f,fr
édition,f,fr
écume,f,fr
écrevisse,f,fr
écotoxicologie,f,fr
écotaxe,f,fr
écorecharge,f,fr
écoparticipation,f,fr
économie,f,fr
écorce,f,fr
éco-industrie,f,fr
écologue,m,fr
écluse,f,fr
écologiste,m,fr
éclipse,f,fr
échoppe,f,fr
échalote,f,fr
échasse,f,fr
écarlate,f,fr
écharde,f,fr
zymase,f,fr
écaille,f,fr
zébrure,f,fr
ébène,f,fr
âpreté,f,fr
âcreté,f,fr
âme,f,fr
zone euro,f,fr
zigounette,f,fr
zibeline,f,fr
zigoune,f,fr
zone,f,fr
Zaïroise,f,fr
zappette,f,fr
ZEP,f,fr
zawiya,f,fr
zarzuela,f,fr
zapette,f,fr
zaouïa,f,fr
yttrialite,f,fr
Zambienne,f,fr
ypérite,f,fr
yourte,f,fr
ytterbine,f,fr
yaourtière,f,fr
xérodermie,f,fr
xérophyte,f,fr
xénophobie,f,fr
xérographie,f,fr
xérophtalmie,f,fr
xénophilie,f,fr
xénélasie,f,fr
xénodevise,f,fr
xénolite,f,fr
xylophoniste,m,fr
xylographe,m,fr
ximénie,f,fr
xylographie,f,fr
xénogreffe,f,fr
xylidine,f,fr
xanthophylle,f,fr
xanthophycée,f,fr
xanthine,f,fr
webographie,f,fr
webtélé,f,fr
webradio,f,fr
xanthie,f,fr
Wallonne,f,fr
WASP,m,fr
webcam,f,fr
vésicule,f,fr
véronique,f,fr
wasp,m,fr
vépéciste,m,fr
Vénus,f,fr
vérité,f,fr
voyelle,f,fr
Vénétie,f,fr
véliplanchiste,m,fr
végétalisation,f,fr
vrille,f,fr
voyagiste,m,fr
vole,f,fr
volupté,f,fr
volonté,f,fr
voiture,f,fr
vitesse,f,fr
vitrocéramique,f,fr
vitre,f,fr
visu,f,fr
visionique,f,fr
visioconférence,f,fr
visite,f,fr
visiophonie,f,fr
vis,f,fr
virémie,f,fr
virologiste,m,fr
virose,f,fr
virologue,m,fr
virologie,f,fr
vipère,f,fr
violette,f,fr
vingtième,m,fr
virgule,f,fr
villagisation,f,fr
ville,f,fr
ville-État,f,fr
viande de poulet,f,fr
viande de mouton,f,fr
villanelle,f,fr
viande de crabe,f,fr
viande de chèvre,f,fr
viande de veau,f,fr
viande,f,fr
viande de porc,f,fr
viande de bœuf,f,fr
vertèbre,f,fr
viande de cheval,f,fr
vertu,f,fr
vexillologie,f,fr
verisimilitude,f,fr
vessie,f,fr
verrue,f,fr
variété,f,fr
vengeance,f,fr
ventouse,f,fr
vendange,f,fr
veine azygos,f,fr
varicelle,f,fr
vapeur,f,fr
vanille,f,fr
valeur,f,fr
vanité,f,fr
vache,f,fr
usine,f,fr
utopie,f,fr
vague,f,fr
vacuole,f,fr
urgentiste,m,fr
usure,f,fr
urètre,f,fr
urbanologie,f,fr
unidose,f,fr
urbanisation,f,fr
unanimité,f,fr
UFR,f,fr
université,f,fr
unité,f,fr
ufologue,m,fr
télévision interactive,f,fr
téléécriture,f,fr
UEM,f,fr
téléréalité,f,fr
tête,f,fr
télévangéliste,m,fr
téléopératrice,f,fr
télémanipulation,f,fr
télétravailleuse,f,fr
télédéclaration,f,fr
téléchirurgie,f,fr
téléconférence,f,fr
téléconseillère,f,fr
Télécarte,f,fr
télématique,f,fr
télécommande,f,fr
télécarte,f,fr
téléboutique,f,fr
téléactrice,f,fr
tâche,f,fr
tégéviste,m,fr
télé-écriture,f,fr
typicité,f,fr
téléalarme,f,fr
télé-réalité,f,fr
turquoise,f,fr
turbulence,f,fr
Tunisie,f,fr
tumeur,f,fr
turbulette,f,fr
Turquie,f,fr
turlutte,f,fr
tuile,f,fr
tubuline,f,fr
tuberculose,f,fr
truie,f,fr
trêve,f,fr
truelle,f,fr
truffe,f,fr
trévise,f,fr
truite,f,fr
troisième,m,fr
trousse,f,fr
trompe,f,fr
trompette,f,fr
tristesse,f,fr
trithérapie,f,fr
tribu,f,fr
trekkeuse,f,fr
tribune,f,fr
treizième,m,fr
traçabilité,f,fr
traverse,f,fr
Transylvanie,f,fr
transsubstantiation,f,fr
transcriptase,f,fr
transgénose,f,fr
transgénèse,f,fr
transdisciplinarité,f,fr
transgenèse,f,fr
trajectoire,f,fr
transcriptase inverse,f,fr
tragédie,f,fr
toux,f,fr
toxine,f,fr
traduction,f,fr
tournante,f,fr
touillette,f,fr
tourbe,f,fr
tourterelle,f,fr
tour,f,fr
touffe,f,fr
touche,f,fr
tortue,f,fr
Toscane,f,fr
torche,f,fr
toque,f,fr
topologie,f,fr
tontine,f,fr
topographie,f,fr
tombe,f,fr
toile,f,fr
tomate,f,fr
tomodensitométrie,f,fr
tong,f,fr
tonnelle,f,fr
titulaire,f,fr
titrisation,f,fr
tiers-mondisation,f,fr
théorie,f,fr
tipule,f,fr
tiag,f,fr
tiraillerie,f,fr
tige,f,fr
thérapie primale,f,fr
thérapie,f,fr
théorie électrofaible,f,fr
thèse,f,fr
théocratie,f,fr
théière,f,fr
théodicée,f,fr
teuf,f,fr
teufeuse,f,fr
thyréotoxicose,f,fr
Thaïlande,f,fr
Terre,f,fr
tenue,f,fr
terre,f,fr
tentation,f,fr
tep,f,fr
tendance,f,fr
tempérance,f,fr
tente,f,fr
température,f,fr
tempe,f,fr
Tchétchénie,f,fr
technique,f,fr
technopole,f,fr
technologie,f,fr
Tchèque,m,fr
tchatteuse,f,fr
Tchéquie,f,fr
taupe,f,fr
tarte,f,fr
taule,f,fr
tasse,f,fr
taxe,f,fr
tasse à thé,f,fr
tapisserie,f,fr
tante,f,fr
tarlouse,f,fr
tarlouze,f,fr
tagueuse,f,fr
tartiflette,f,fr
table,f,fr
tablette,f,fr
sœur,f,fr
tache,f,fr
tabacologie,f,fr
séroconversion,f,fr
sérotonine,f,fr
sérendipité,f,fr
sénologie,f,fr
Sucrette,f,fr
sucrette,f,fr
succession,f,fr
substance,f,fr
subduction,f,fr
stœchiométrie,f,fr
subornation,f,fr
structure,f,fr
subconscience,f,fr
strobophotographie,f,fr
stratégie,f,fr
stock-option,f,fr
statue,f,fr
standiste,m,fr
statine,f,fr
stratosphère,f,fr
steppe,f,fr
stadière,f,fr
start-up,f,fr
stadiaire,m,fr
stagflation,f,fr
spéciation,f,fr
sponsorisation,f,fr
spécialité,f,fr
spécialiste,m,fr
spondylite,f,fr
splendeur,f,fr
sphère,f,fr
spirale,f,fr
spiruline,f,fr
spectroscopie,f,fr
souscription,f,fr
sous-munition,f,fr
spatiologie,f,fr
sous-marque,f,fr
soutenabilité,f,fr
source,f,fr
soupape,f,fr
souris,f,fr
soupe,f,fr
soucoupe,f,fr
sortie,f,fr
sophrologie,f,fr
sophrologue,m,fr
solderie,f,fr
solution,f,fr
sonnette,f,fr
soldanelle,f,fr
solde,f,fr
somme,f,fr
soie,f,fr
sobriété,f,fr
soif,f,fr
soirée,f,fr
société,f,fr
sniffeuse,f,fr
sociologue,m,fr
Slovaquie,f,fr
sociobiologie,f,fr
slache,f,fr
SNCF,f,fr
snifeuse,f,fr
Slovénie,f,fr
sirène,f,fr
situation de famille,f,fr
sixième,m,fr
simplicité,f,fr
situation,f,fr
sincérité,f,fr
sidénologie,f,fr
sinistralité,f,fr
sinusite,f,fr
silique,f,fr
sidéenne,f,fr
silhouette,f,fr
signature,f,fr
sidologue,m,fr
sidologie,f,fr
Sicile,f,fr
shisha,f,fr
servante,f,fr
serviette,f,fr
Sibérie,f,fr
septième,m,fr
sicaire,m,fr
seringue,f,fr
sentence,f,fr
Serbie,f,fr
sentinelle,f,fr
serrure,f,fr
selle,f,fr
sensation,f,fr
semence,f,fr
semelle,f,fr
secte,f,fr
section,f,fr
seizième,m,fr
semaine,f,fr
secrétaire,m,fr
seconde,f,fr
SDF,m,fr
science,f,fr
sculpture,f,fr
scène,f,fr
sauge,f,fr
science des médias,f,fr
saumonette,f,fr
saucisse,f,fr
scie,f,fr
sarbacane,f,fr
Sarde,m,fr
saponaire,f,fr
sapotille,f,fr
sardane,f,fr
Sardaigne,f,fr
sauce,f,fr
sapote,f,fr
santé,f,fr
sans-papiers,m,fr
santiag,f,fr
sangsue,f,fr
sandwicherie,f,fr
Sanisette,f,fr
sanisette,f,fr
sandale,f,fr
sanction,f,fr
salsa,f,fr
salopette,f,fr
saison,f,fr
saisie,f,fr
salle,f,fr
salade,f,fr
salinisation,f,fr
sagesse,f,fr
saisonnalité,f,fr
saillie,f,fr
sage-femme,m,fr
révélation,f,fr
sacoche,f,fr
S. D. F.,m,fr
S.D.F.,m,fr
révolution,f,fr
rééducation,f,fr
réunion,f,fr
réputation,f,fr
résistance,f,fr
résine,f,fr
répulsion,f,fr
résistance des matériaux,f,fr
résolution,f,fr
résilience,f,fr
réserve,f,fr
répercussion,f,fr
réponse,f,fr
réplique,f,fr
réprimande,f,fr
république,f,fr
réfutation,f,fr
région,f,fr
réduction,f,fr
réflexion,f,fr
réaction,f,fr
récompense,f,fr
rédaction,f,fr
réalité,f,fr
récolte,f,fr
règle,f,fr
rurbanisation,f,fr
Russie,f,fr
ruine,f,fr
ruelle,f,fr
rue,f,fr
rudologie,f,fr
ruche,f,fr
rubrique,f,fr
robe,f,fr
RMIste,m,fr
rivière,f,fr
RMN,f,fr
RMiste,m,fr
richesse,f,fr
ringardise,f,fr
rhubarbe,f,fr
rive,f,fr
rhétorique,f,fr
ressource,f,fr
rhinocéros,f,fr
reubeu,m,fr
revue,f,fr
requête,f,fr
resocialisation,f,fr
repreneuse,f,fr
revanche,f,fr
représentation,f,fr
rentrée,f,fr
remise,f,fr
remorque,f,fr
renoncule,f,fr
rencontre,f,fr
remédiation,f,fr
renommée,f,fr
remnographie,f,fr
refondatrice,f,fr
religion,f,fr
relation,f,fr
reine,f,fr
reliure,f,fr
refondation,f,fr
remarque,f,fr
redingote,f,fr
recyclabilité,f,fr
recapitalisation,f,fr
recherche,f,fr
recommandation,f,fr
rebeu,m,fr
recherchiste,m,fr
recette,f,fr
reconnaissance,f,fr
rapière,f,fr
razzia,f,fr
rayure,f,fr
raveuse,f,fr
rappeuse,f,fr
rapeuse,f,fr
rapidité,f,fr
raison,f,fr
rançon,f,fr
randonneuse,f,fr
rangée,f,fr
rainure,f,fr
RAM,f,fr
rage,f,fr
raiponce,f,fr
radiocassette,f,fr
raie,f,fr
racine,f,fr
radiomessagerie,f,fr
racinette,f,fr
quittance,f,fr
R&D,f,fr
R. M. N.,f,fr
queue-fourchue,f,fr
quinzième,m,fr
R.M.N.,f,fr
quinolone,f,fr
queue-d'or,f,fr
question,f,fr
queue,f,fr
queue-d'aronde,f,fr
quatorzième,m,fr
quenelle,f,fr
qualité,f,fr
quatrième,m,fr
qualiticienne,f,fr
quantité,f,fr
pétanque,f,fr
péritéléphonie,f,fr
pêche,f,fr
péripatéticienne,f,fr
péninsule,f,fr
pédologie,f,fr
pénaliste,m,fr
pénitence,f,fr
pépinière,f,fr
pénalité,f,fr
pérestroïka,f,fr
pédale,f,fr
pyramide,f,fr
pédagogie,f,fr
pyrite,f,fr
pâte,f,fr
pâtisserie,f,fr
pâquerette,f,fr
putain,f,fr
puvathérapie,f,fr
puce,f,fr
purée,f,fr
puberté,f,fr
publicité,f,fr
punition,f,fr
psychiatre,m,fr
psychopolémologie,f,fr
psychomotricienne,f,fr
psychose,f,fr
présentation,f,fr
pseudo-science,f,fr
prêtre,m,fr
psychanalyse,f,fr
présence,f,fr
préparation,f,fr
préposition,f,fr
préoccupation,f,fr
préférence,f,fr
précipitation,f,fr
préface,f,fr
précaution,f,fr
précarisation,f,fr
prudence,f,fr
prune,f,fr
protéine,f,fr
province,f,fr
protocellule,f,fr
protestation,f,fr
protéomique,f,fr
proportion,f,fr
propagande,f,fr
propriété,f,fr
proie,f,fr
prononciation,f,fr
profusion,f,fr
promenade,f,fr
promesse,f,fr
promotion,f,fr
profondeur,f,fr
profileuse,f,fr
procréatique,f,fr
procrastination,f,fr
productique,f,fr
prière,f,fr
privatique,f,fr
profession,f,fr
prise péritel,f,fr
prison,f,fr
privation,f,fr
procédure,f,fr
princesse,f,fr
prise Péritel,f,fr
pression,f,fr
primevère,f,fr
pratique,f,fr
prestidigitation,f,fr
preuve,f,fr
primeur,f,fr
prescription,f,fr
prestation,f,fr
poutine,f,fr
poupée,f,fr
poussière,f,fr
poutre,f,fr
pourpre,f,fr
prairie,f,fr
poubelle,f,fr
position,f,fr
pourvoirie,f,fr
poudre,f,fr
portraitiste,m,fr
portière,f,fr
porte,f,fr
pompe,f,fr
porcherie,f,fr
pomme d'Adam,f,fr
ponctualité,f,fr
ponctuation,f,fr
pomme de terre,f,fr
pluie d’abat,f,fr
pommade,f,fr
pomme de pin,f,fr
pomme,f,fr
pluie verglaçante,f,fr
ploutocratie,f,fr
pluie,f,fr
plie,f,fr
plongée,f,fr
plate-forme,f,fr
plaque,f,fr
plate-bande,f,fr
planète,f,fr
planche à roulettes,f,fr
planchiste,m,fr
plancha,f,fr
planétologie,f,fr
planche,f,fr
plainte,f,fr
plage,f,fr
piscine,f,fr
pivoine,f,fr
plaine,f,fr
placomusophilie,f,fr
piété,f,fr
pipe,f,fr
playa,f,fr
piquerie,f,fr
place,f,fr
piquette,f,fr
pintade,f,fr
pirogue,f,fr
pioche,f,fr
pie,f,fr
pif,f,fr
piazza,f,fr
Picardie,f,fr
pilule,f,fr
pils,f,fr
pierre,f,fr
photo,f,fr
photosynthèse,f,fr
physique,f,fr
phrase,f,fr
photographie,f,fr
photojournaliste,m,fr
phalange,f,fr
peur,f,fr
philosophie,f,fr
philatélie,f,fr
pharmacie,f,fr
perte,f,fr
peste aviaire,f,fr
pervenche,f,fr
personnification,f,fr
perruque,f,fr
personne,f,fr
perquisition,f,fr
pensée,f,fr
perle,f,fr
perdrix,f,fr
Pentecôte,f,fr
perche,f,fr
peluche,f,fr
pente,f,fr
perestroïka,f,fr
pelouse,f,fr
peau,f,fr
pendule,m,fr
pellicule,f,fr
pelote basque,f,fr
paupière,f,fr
pelote,f,fr
paye,f,fr
pause,f,fr
peinture,f,fr
paumelle,f,fr
pauvreté,f,fr
paume,f,fr
patrie,f,fr
pasteure,f,fr
pataphysique,f,fr
pastèque,f,fr
parure,f,fr
passoire,f,fr
passe,f,fr
patte,f,fr
participation,f,fr
passion,f,fr
parole,f,fr
partonomie,f,fr
parentalité,f,fr
paresse,f,fr
parenté,f,fr
parraineuse,f,fr
parenthèse,f,fr
parapentiste,m,fr
pantoufle,f,fr
palynologie,f,fr
pancetta,f,fr
pandémie,f,fr
Papouasie-Nouvelle-Guinée,f,fr
panthère,f,fr
palourde,f,fr
palme,f,fr
paille,f,fr
pagode,f,fr
palatalisation,f,fr
paire,f,fr
page,f,fr
P.M.A.,m,fr
outre,f,fr
P. M. A.,m,fr
ovalie,f,fr
ouïe,f,fr
ourse,f,fr
oseille,f,fr
ostéodensitométrie,f,fr
orthographe,f,fr
ortie,f,fr
ordonnance,f,fr
orgie,f,fr
opération,f,fr
oreille,f,fr
organisation,f,fr
OPV,f,fr
oppression,f,fr
orignal,m,fr
onzième,m,fr
opinion,f,fr
oniomanie,f,fr
OPE,f,fr
ontologie,f,fr
ombrelle,f,fr
onde,f,fr
omoplate,f,fr
odeur,f,fr
omniprésence,f,fr
ombre,f,fr
offre,f,fr
ocre,f,fr
obtention,f,fr
ola,f,fr
oie,f,fr
obligeance,f,fr
O.P.E.,f,fr
oasis,f,fr
obstétrique,f,fr
obscurité,f,fr
O. P. V.,f,fr
O.P.V.,f,fr
nécessité,f,fr
nuque,f,fr
O. P. E.,f,fr
nétiquette,f,fr
nucléariste,m,fr
négligence,f,fr
novotique,f,fr
novélisation,f,fr
nuance,f,fr
nuit,f,fr
Nouvelle-Guinée,f,fr
novellisation,f,fr
Nouvelle-Zélande,f,fr
noukta,f,fr
Nouvelle-Calédonie,f,fr
nouvelle,f,fr
nourriture,f,fr
nordicité,f,fr
nomenklatura,f,fr
nonchalance,f,fr
noix d’arec,f,fr
neuvième,m,fr
noix,f,fr
noisette,f,fr
niaque,f,fr
nivologue,m,fr
neige,f,fr
nociception,f,fr
nitrogénase,f,fr
nature,f,fr
naumachie,f,fr
neurotensine,f,fr
naturalisation,f,fr
nef,f,fr
métallurgie,f,fr
métamorphose,f,fr
mémoire,f,fr
mélancolie,f,fr
mésange,f,fr
mélodie,f,fr
médiascopie,f,fr
méprise,f,fr
nationalité,f,fr
méduse,f,fr
médiagraphie,f,fr
médecine,f,fr
médiatisation,f,fr
mécatronique,f,fr
médaille,f,fr
mécanique,f,fr
mécanique des milieux continus,f,fr
myrrhe,f,fr
mère,f,fr
mâchoire,f,fr
mèche,f,fr
musaraigne,f,fr
musique,f,fr
musette,f,fr
myrtille,f,fr
muselière,f,fr
multirécidiviste,m,fr
multiplication,f,fr
municipalité,f,fr
muqueuse,f,fr
moustache,f,fr
MST,f,fr
moyenne,f,fr
mouette,f,fr
mouche,f,fr
morue,f,fr
mousson,f,fr
moule,m,fr
motoneigiste,m,fr
moquettiste,m,fr
mosquée,f,fr
motomarine,f,fr
montagne,f,fr
monétique,f,fr
monnaie,f,fr
monstration,f,fr
montgolfière,f,fr
montre,f,fr
molécule,f,fr
moitié,f,fr
modestie,f,fr
mobinaute,m,fr
mitrailleuse,f,fr
moisson,f,fr
Mongolie,f,fr
misère,f,fr
minute,f,fr
mollarchie,f,fr
minceur,f,fr
minichaîne,f,fr
minuscule,f,fr
minitéliste,m,fr
mille-feuille,f,fr
micropilule,f,fr
ministre,m,fr
microonde,f,fr
microéconométrie,f,fr
mimine,f,fr
mijaurée,f,fr
miette,f,fr
microentreprise,f,fr
micro-onde,f,fr
microgravité,f,fr
mezzanine,f,fr
microfibre,f,fr
micelle,f,fr
meuf,f,fr
mesurette,f,fr
meute,f,fr
meuleuse,f,fr
mesure,f,fr
messagerie,f,fr
merveille,f,fr
menuiserie,f,fr
mercerie,f,fr
mer,f,fr
merde,f,fr
membrane,f,fr
menthe,f,fr
menace,f,fr
maçonnerie,f,fr
maturase,f,fr
mauve,f,fr
Mauritanie,f,fr
mayonnaise,f,fr
matrice,f,fr
matière,f,fr
matinée,f,fr
maternelle,f,fr
mathématiques,f,fr
master classe,f,fr
marraine,f,fr
master class,f,fr
marée,f,fr
mariée,f,fr
masse,f,fr
marchandiseuse,f,fr
marionnette,f,fr
manuscriptologie,f,fr
marche,f,fr
marine,f,fr
marchandise,f,fr
manœuvre,f,fr
marchandisation,f,fr
mangrove,f,fr
mansarde,f,fr
manière,f,fr
manie,f,fr
mandature,f,fr
mangaka,m,fr
manche,f,fr
mamie,f,fr
manageuse,f,fr
mamelle,f,fr
Manche,f,fr
maman,f,fr
malaria,f,fr
maltraitance,f,fr
malbouffe,f,fr
malchance,f,fr
maison,f,fr
maladie de Parkinson,f,fr
maladie d’Alzheimer,f,fr
Malaisie,f,fr
maladie,f,fr
maladie auto-immune,f,fr
maire,m,fr
maisonnerie,f,fr
main,f,fr
majuscule,f,fr
magnitude,f,fr
maille,f,fr
magistrature,f,fr
madame,f,fr
mademoiselle,f,fr
magie,f,fr
légionelle,f,fr
Macédoine,f,fr
légionellose,f,fr
lymphokine,f,fr
lutte,f,fr
lunette,f,fr
lèvre,f,fr
lune,f,fr
lumière,f,fr
Lune,f,fr
lucanophile,m,fr
luge,f,fr
lueur,f,fr
lucaniste,m,fr
louche,f,fr
loutre,f,fr
louange,f,fr
Lorraine,f,fr
loterie,f,fr
lotte,f,fr
lolita,f,fr
longueur,f,fr
Lombardie,f,fr
longue-vue,f,fr
localisation,f,fr
loi,f,fr
locution,f,fr
Lituanie,f,fr
logopède,m,fr
livre,m,fr
logopédiste,m,fr
logithèque,f,fr
litote,f,fr
littérature,f,fr
libanisation,f,fr
lettre-transfert,f,fr
leçon,f,fr
levure,f,fr
liane,f,fr
levrette,f,fr
lettre,f,fr
Lettonie,f,fr
lentille,f,fr
lessive,f,fr
largeur,f,fr
lasure,f,fr
lavande,f,fr
lassitude,f,fr
larve,f,fr
larme,f,fr
lapine,f,fr
langue d'oïl,f,fr
lanterne,f,fr
Landes,f,fr
lanière,f,fr
lance,f,fr
langue,f,fr
lampe,f,fr
lame,f,fr
lamproie,f,fr
lampe à pétrole,f,fr
laitue,f,fr
lambada,f,fr
kinésiste,m,fr
lagune,f,fr
kinésithérapeute,m,fr
kiné,f,fr
kaïnite,f,fr
karatéka,m,fr
kaliémie,f,fr
laine,f,fr
kaolinite,f,fr
kabbaliste,m,fr
kefta,f,fr
kaolinisation,f,fr
kacha,f,fr
kabbale,f,fr
justice,f,fr
jupe,f,fr
jungle,f,fr
jument,f,fr
Juive,f,fr
juge,m,fr
joue,f,fr
judoka,m,fr
joubarbe,f,fr
joute,f,fr
jonagold,f,fr
Jordanie,f,fr
jouabilité,f,fr
jonquille,f,fr
jeannette,f,fr
jenny,f,fr
joie,f,fr
jetée,f,fr
jacinthe,f,fr
jatte,f,fr
jambe,f,fr
Jamaïque,f,fr
IVG,f,fr
issue,f,fr
Italienne,f,fr
ivresse,f,fr
jam session,f,fr
IST,f,fr
Israël,f,fr
islamité,f,fr
islamophobie,f,fr
Islandaise,f,fr
irritation,f,fr
irrigation,f,fr
invention,f,fr
Irlandaise,f,fr
ionosphère,f,fr
ironie,f,fr
irresponsabilité,f,fr
intifada,f,fr
intruse,f,fr
interleukine,f,fr
intercommunalité,f,fr
intercommunication,f,fr
interopérabilité,f,fr
interdiction,f,fr
internaute,m,fr
inquiétude,f,fr
interactivité,f,fr
initiative,f,fr
innovation,f,fr
infothèque,f,fr
inforoute,f,fr
intention,f,fr
insuffisance,f,fr
informatique,f,fr
infogérance,f,fr
infobulle,f,fr
inflorescence,f,fr
infirmité,f,fr
influenza aviaire,f,fr
infectiologie,f,fr
infanterie,f,fr
induction,f,fr
industrie,f,fr
Indonésie,f,fr
indestructibilité,f,fr
Inde,f,fr
incitation,f,fr
inattention,f,fr
incrémentation,f,fr
inactivité,f,fr
incorruptibilité,f,fr
imprimerie,f,fr
imprimante,f,fr
importance,f,fr
impédance,f,fr
impossibilité,f,fr
impasse,f,fr
impression,f,fr
implémentation,f,fr
immunodéficience,f,fr
immunité,f,fr
image,f,fr
igname,f,fr
idolâtrie,f,fr
idée,f,fr
idole,f,fr
I. V. G.,f,fr
hétaïre,f,fr
I.V.G.,f,fr
ile,f,fr
identité,f,fr
hérésie,f,fr
hélice,f,fr
héliopause,f,fr
héliosismologie,f,fr
hémovigilance,f,fr
hâte,f,fr
hystérèse,f,fr
hyène,f,fr
hystérie,f,fr
hypothèque,f,fr
hypocrisie,f,fr
hypothèse,f,fr
hypnose,f,fr
hypallage,f,fr
hypostase,f,fr
hygiène,f,fr
