noun,gender,lang
amendement,"rzeczownik, rodzaj męski",fr
Ambroise,"rzeczownik, rodzaj męski, nazwa własna",fr
amble,"rzeczownik, rodzaj męski",fr
ambre,"rzeczownik, rodzaj męski",fr
ambassadeur,"rzeczownik, rodzaj męski",fr
Amaury,"rzeczownik, rodzaj męski, nazwa własna",fr
amateur,"rzeczownik, rodzaj męski",fr
amas,"rzeczownik, rodzaj męski",fr
agame,"rzeczownik, rodzaj męski",fr
Amand,"rzeczownik, rodzaj męski, nazwa własna",fr
amant,"rzeczownik, rodzaj męski",fr
Amalfitain,"rzeczownik, rodzaj męski",fr
Amadou,"rzeczownik, rodzaj męski, nazwa własna",fr
alunissage,"rzeczownik, rodzaj męski",fr
agio,"rzeczownik, rodzaj męski",fr
amandier de Chine,"fraza rzeczownikowa, rodzaj męski",fr
altruiste,"rzeczownik, rodzaj męski",fr
Afro-Américain,"rzeczownik, rodzaj męski",fr
altruisme,"rzeczownik, rodzaj męski",fr
altimètre,"rzeczownik, rodzaj męski",fr
amalgame,"rzeczownik, rodzaj męski",fr
amaigrissement,"rzeczownik, rodzaj męski",fr
aphoriste,"rzeczownik, rodzaj męski",fr
aphorisme,"rzeczownik, rodzaj męski",fr
aluminium,"rzeczownik, rodzaj męski",fr
afro,"rzeczownik, rodzaj męski",fr
apesanteur,"rzeczownik, rodzaj męski",fr
amandier,"rzeczownik, rodzaj męski",fr
apéro,"rzeczownik, rodzaj męski",fr
apéritif,"rzeczownik, rodzaj męski",fr
aperçu,"rzeczownik, rodzaj męski",fr
Apennins,"rzeczownik, rodzaj męski, nazwa własna",fr
apatride,"rzeczownik, rodzaj męski",fr
apartheid,"rzeczownik, rodzaj męski",fr
apaisement,"rzeczownik, rodzaj męski",fr
aluminosilicate,"rzeczownik, rodzaj męski",fr
août,"rzeczownik, rodzaj męski",fr
Alsacien,"rzeczownik, rodzaj męski",fr
Anversois,"rzeczownik, rodzaj męski",fr
anus,"rzeczownik, rodzaj męski",fr
antre,"rzeczownik, rodzaj męski",fr
antonyme,"rzeczownik, rodzaj męski",fr
apex,"rzeczownik, rodzaj męski",fr
Antonin,"rzeczownik, rodzaj męski, nazwa własna",fr
Antoine,"rzeczownik, rodzaj męski, nazwa własna",fr
apanage,"rzeczownik, rodzaj męski",fr
après-shampooing,"rzeczownik, rodzaj męski",fr
arrosage,"rzeczownik, rodzaj męski",fr
astrolabe,"rzeczownik, rodzaj męski",fr
astrocyte,"rzeczownik, rodzaj męski",fr
astrild ondulé,"fraza rzeczownikowa, rodzaj męski",fr
astre,"rzeczownik, rodzaj męski",fr
astigmate,przymiotnik,fr
astigmatisme,"rzeczownik, rodzaj męski",fr
asticot,"rzeczownik, rodzaj męski",fr
asthme,"rzeczownik, rodzaj męski",fr
alternateur,"rzeczownik, rodzaj męski",fr
aphélie,"rzeczownik, rodzaj męski",fr
asthmatique,"rzeczownik, rodzaj męski",fr
astéroïde,"rzeczownik, rodzaj męski",fr
astérisque,"rzeczownik, rodzaj męski",fr
astérisme,"rzeczownik, rodzaj męski",fr
aster maritime,"fraza rzeczownikowa, rodzaj męski",fr
aster des Pyrénées,"fraza rzeczownikowa, rodzaj męski",fr
aster des Alpes,"fraza rzeczownikowa, rodzaj męski",fr
aout,"rzeczownik, rodzaj męski",fr
astate,"rzeczownik, rodzaj męski",fr
assyriologue,"rzeczownik, rodzaj męski",fr
aster,"rzeczownik, rodzaj męski",fr
Assyrien,"rzeczownik, rodzaj męski",fr
anxiolytique,przymiotnik,fr
assureur,"rzeczownik, rodzaj męski",fr
assortiment,"rzeczownik, rodzaj męski",fr
associé,"rzeczownik, rodzaj męski",fr
assentiment,"rzeczownik, rodzaj męski",fr
assistant,"rzeczownik, rodzaj męski",fr
assaut,"rzeczownik, rodzaj męski",fr
assassin,"rzeczownik, rodzaj męski",fr
assamais,"rzeczownik, rodzaj męski",fr
assainissement,"rzeczownik, rodzaj męski",fr
aspirateur,"rzeczownik, rodzaj męski",fr
asphodèle,"rzeczownik, rodzaj męski",fr
asphalte,"rzeczownik, rodzaj męski",fr
apathéisme,"rzeczownik, rodzaj męski",fr
Asiatique,"rzeczownik, rodzaj męski",fr
ascétisme,"rzeczownik, rodzaj męski",fr
ascète,"rzeczownik, rodzaj męski",fr
ascenseur,"rzeczownik, rodzaj męski",fr
ascendant,przymiotnik,fr
asbeste,"rzeczownik, rodzaj męski",fr
artiste,"rzeczownik, rodzaj męski",fr
aspartame,"rzeczownik, rodzaj męski",fr
avis,"rzeczownik, rodzaj męski",fr
aster de Chine,"fraza rzeczownikowa, rodzaj męski",fr
aster amelle,"fraza rzeczownikowa, rodzaj męski",fr
Balinais,"rzeczownik, rodzaj męski",fr
assassinat,"rzeczownik, rodzaj męski",fr
asile,"rzeczownik, rodzaj męski",fr
baldaquin,"rzeczownik, rodzaj męski",fr
balcon,"rzeczownik, rodzaj męski",fr
balisage,"rzeczownik, rodzaj męski",fr
balbuzard,"rzeczownik, rodzaj męski",fr
assemblage,"rzeczownik, rodzaj męski",fr
balayage,"rzeczownik, rodzaj męski",fr
Balaton,"rzeczownik, rodzaj męski, nazwa własna",fr
aspect,"rzeczownik, rodzaj męski",fr
balenas,"rzeczownik, rodzaj męski",fr
Balkans,"rzeczownik, rodzaj męski, liczba mnoga, nazwa własna",fr
bêtabloquant,"rzeczownik, rodzaj męski",fr
baleinier,przymiotnik,fr
Beskides,"rzeczownik, rodzaj męski, liczba mnoga, nazwa własna",fr
baleineau,"rzeczownik, rodzaj męski",fr
béryllium,"rzeczownik, rodzaj męski",fr
béryl,"rzeczownik, rodzaj męski",fr
Bertrand,"rzeczownik, rodzaj męski, nazwa własna",fr
Bernois,"rzeczownik, rodzaj męski",fr
Bernardin,"rzeczownik, rodzaj męski, nazwa własna",fr
Bermudien,"rzeczownik, rodzaj męski",fr
bermuda,"rzeczownik, rodzaj męski",fr
balbusard,"rzeczownik, rodzaj męski",fr
Berlinois,"rzeczownik, rodzaj męski",fr
béribéri,"rzeczownik, rodzaj męski",fr
Berlin,"rzeczownik, rodzaj męski, nazwa własna",fr
balayeur,"rzeczownik, rodzaj męski",fr
balancier,"rzeczownik, rodzaj męski",fr
berger de Brie,"fraza rzeczownikowa, rodzaj męski",fr
berkélium,"rzeczownik, rodzaj męski",fr
biotechnicien,"rzeczownik, rodzaj męski",fr
besoin,"rzeczownik, rodzaj męski",fr
Beskydes,"rzeczownik, rodzaj męski, liczba mnoga, nazwa własna",fr
biophysicien,"rzeczownik, rodzaj męski",fr
berger des Tatras,"fraza rzeczownikowa, rodzaj męski",fr
bouffeur de grenouilles,"fraza rzeczownikowa, rodzaj męski",fr
berger du Caucase,"fraza rzeczownikowa, rodzaj męski",fr
bouffe,przymiotnik,fr
boueux,przymiotnik,fr
boudin,"rzeczownik, rodzaj męski",fr
bouddhiste,"rzeczownik, rodzaj męski",fr
bouddhisme,"rzeczownik, rodzaj męski",fr
bouclier thermique,"fraza rzeczownikowa, rodzaj męski",fr
bouclier humain,"fraza rzeczownikowa, rodzaj męski",fr
bouclier,"rzeczownik, rodzaj męski",fr
bouchon,"rzeczownik, rodzaj męski",fr
berger,"rzeczownik, rodzaj męski",fr
bouc émissaire,"fraza rzeczownikowa, rodzaj męski",fr
bouc,"rzeczownik, rodzaj męski",fr
botulisme,"rzeczownik, rodzaj męski",fr
bêta,"rzeczownik, rodzaj męski",fr
bergsonisme,"rzeczownik, rodzaj męski",fr
botaniste,"rzeczownik, rodzaj męski",fr
Bostonnais,"rzeczownik, rodzaj męski",fr
Bostonien,"rzeczownik, rodzaj męski",fr
bossu,przymiotnik,fr
bosquet,"rzeczownik, rodzaj męski",fr
bosnien,"rzeczownik, rodzaj męski",fr
Bosniaque,"rzeczownik, rodzaj męski",fr
boucher,czasownik,fr
bouffon,przymiotnik,fr
bore,"rzeczownik, rodzaj męski",fr
biorythme,"rzeczownik, rodzaj męski",fr
Bosphore,"rzeczownik, rodzaj męski, nazwa własna",fr
bordereau de chargement,"fraza rzeczownikowa, rodzaj męski",fr
boson,"rzeczownik, rodzaj męski",fr
bordereau,"rzeczownik, rodzaj męski",fr
Bordelais,"rzeczownik, rodzaj męski",fr
borborygme,"rzeczownik, rodzaj męski",fr
bord,"rzeczownik, rodzaj męski",fr
Botswanais,"rzeczownik, rodzaj męski",fr
borsalino,"rzeczownik, rodzaj męski",fr
Botswana,"rzeczownik, rodzaj męski, nazwa własna",fr
café turc,"fraza rzeczownikowa, rodzaj męski",fr
bordeaux,przymiotnik,fr
café viennois,"fraza rzeczownikowa, rodzaj męski",fr
cafard,"rzeczownik, rodzaj męski",fr
bordel,"rzeczownik, rodzaj męski",fr
café,"rzeczownik, rodzaj męski",fr
cadran solaire,"fraza rzeczownikowa, rodzaj męski",fr
cadre,"rzeczownik, rodzaj męski",fr
cadran,"rzeczownik, rodzaj męski",fr
cadet,"rzeczownik, rodzaj męski",fr
cadenas,"rzeczownik, rodzaj męski",fr
cæcum,"rzeczownik, rodzaj męski",fr
cadavre,"rzeczownik, rodzaj męski",fr
cadmium,"rzeczownik, rodzaj męski",fr
cadastre,"rzeczownik, rodzaj męski",fr
cactus,"rzeczownik, rodzaj męski",fr
Castillan,"rzeczownik, rodzaj męski",fr
cassis,"rzeczownik, rodzaj męski",fr
castillan,"rzeczownik, rodzaj męski",fr
cadeau,"rzeczownik, rodzaj męski",fr
casse-tête,"rzeczownik, rodzaj męski",fr
Casimir,"rzeczownik, rodzaj męski, nazwa własna",fr
casque,"rzeczownik, rodzaj męski",fr
cascadeur,"rzeczownik, rodzaj męski",fr
casino,"rzeczownik, rodzaj męski",fr
Cassien,"rzeczownik, rodzaj męski, nazwa własna",fr
casanier,"rzeczownik, rodzaj męski",fr
carton rouge,"fraza rzeczownikowa, rodzaj męski",fr
cartouche,"rzeczownik, rodzaj męski",fr
carton jaune,"fraza rzeczownikowa, rodzaj męski",fr
cartographe,"rzeczownik, rodzaj męski",fr
carton,"rzeczownik, rodzaj męski",fr
casque bleu,"fraza rzeczownikowa, rodzaj męski",fr
cas,"rzeczownik, rodzaj męski",fr
chameau,"rzeczownik, rodzaj męski",fr
chenapan,"rzeczownik, rodzaj męski",fr
cartilage,"rzeczownik, rodzaj męski",fr
chemsex,"rzeczownik, rodzaj męski",fr
cheminement,"rzeczownik, rodzaj męski",fr
cheminot,"rzeczownik, rodzaj męski",fr
chemin de fer,"fraza rzeczownikowa, rodzaj męski",fr
chemin,"rzeczownik, rodzaj męski",fr
chêne,"rzeczownik, rodzaj męski",fr
chemisier,"rzeczownik, rodzaj męski",fr
chemin de croix,"fraza rzeczownikowa, rodzaj męski",fr
chef,"rzeczownik, rodzaj męski",fr
chef-d'œuvre,"rzeczownik, rodzaj męski",fr
chef-lieu,"rzeczownik, rodzaj męski",fr
chausseur,"rzeczownik, rodzaj męski",fr
chauvinisme,"rzeczownik, rodzaj męski",fr
chauvin,przymiotnik,fr
chauve-souris,"rzeczownik, rodzaj męski",fr
chauve,przymiotnik,fr
chausson,"rzeczownik, rodzaj męski",fr
chic,"rzeczownik, rodzaj męski",fr
cocon,"rzeczownik, rodzaj męski",fr
cocobolo,"rzeczownik, rodzaj męski",fr
cocktail,"rzeczownik, rodzaj męski",fr
cochonnet,"rzeczownik, rodzaj męski",fr
cocotier,"rzeczownik, rodzaj męski",fr
coco,"rzeczownik, rodzaj męski",fr
cocher,czasownik,fr
cocooning,"rzeczownik, rodzaj męski",fr
cochon,"rzeczownik, rodzaj męski",fr
cockpit,"rzeczownik, rodzaj męski",fr
Cobourg,"rzeczownik, rodzaj męski, nazwa własna",fr
cochon d'Inde,"fraza rzeczownikowa, rodzaj męski",fr
cobra,"rzeczownik, rodzaj męski",fr
cobaye,"rzeczownik, rodzaj męski",fr
coccyx,"rzeczownik, rodzaj męski",fr
cobalt,"rzeczownik, rodzaj męski",fr
contacteur,"rzeczownik, rodzaj męski",fr
coaltar,"rzeczownik, rodzaj męski",fr
COBOL,"rzeczownik, rodzaj męski",fr
coassocié,"rzeczownik, rodzaj męski",fr
contact,"rzeczownik, rodzaj męski",fr
coagulum,"rzeczownik, rodzaj męski",fr
consultant,"rzeczownik, rodzaj męski",fr
consul,"rzeczownik, rodzaj męski",fr
consumérisme,"rzeczownik, rodzaj męski",fr
constructivisme,"rzeczownik, rodzaj męski",fr
constructiviste,"rzeczownik, rodzaj męski",fr
constat,"rzeczownik, rodzaj męski",fr
constantan,"rzeczownik, rodzaj męski",fr
consulat,"rzeczownik, rodzaj męski",fr
constructeur,"rzeczownik, rodzaj męski",fr
consortium,"rzeczownik, rodzaj męski",fr
consommé,"rzeczownik, rodzaj męski",fr
criminologiste,"rzeczownik, rodzaj męski",fr
cristal,"rzeczownik, rodzaj męski",fr
Crispin,"rzeczownik, rodzaj męski, nazwa własna",fr
criquet,"rzeczownik, rodzaj męski",fr
consommateur,"rzeczownik, rodzaj męski",fr
crime de guerre,"fraza rzeczownikowa, rodzaj męski",fr
consolateur,"rzeczownik, rodzaj męski",fr
Constantin,"rzeczownik, rodzaj męski, nazwa własna",fr
crime contre l'humanité,"fraza rzeczownikowa, rodzaj męski",fr
creuset,"rzeczownik, rodzaj męski",fr
crime,"rzeczownik, rodzaj męski",fr
Criméen,"rzeczownik, rodzaj męski",fr
cricket,"rzeczownik, rodzaj męski",fr
creux,przymiotnik,fr
crétacé,"rzeczownik, rodzaj męski",fr
crible,"rzeczownik, rodzaj męski",fr
cri,"rzeczownik, rodzaj męski",fr
crétin,"rzeczownik, rodzaj męski",fr
demandeur,"rzeczownik, rodzaj męski",fr
Crétois,"rzeczownik, rodzaj męski",fr
délit,"rzeczownik, rodzaj męski",fr
déluge,"rzeczownik, rodzaj męski",fr
délit d'initié,"fraza rzeczownikowa, rodzaj męski",fr
délice,"rzeczownik, rodzaj męski",fr
déiste,przymiotnik,fr
démagogue,"rzeczownik, rodzaj męski",fr
delta,"rzeczownik, rodzaj męski",fr
délinquant,"rzeczownik, rodzaj męski",fr
délire de persécution,"fraza rzeczownikowa, rodzaj męski",fr
délai,"rzeczownik, rodzaj męski",fr
déisme,"rzeczownik, rodzaj męski",fr
déjeuner,"rzeczownik, rodzaj męski",fr
dehors,przysłówek,fr
dix commandements,"fraza rzeczownikowa, rodzaj męski, liczba mnoga",fr
délégué,"rzeczownik, rodzaj męski",fr
déguisement,"rzeczownik, rodzaj męski",fr
degré,"rzeczownik, rodzaj męski",fr
divorcé,"rzeczownik, rodzaj męski",fr
dividende,"rzeczownik, rodzaj męski",fr
district,"rzeczownik, rodzaj męski",fr
diviseur,"rzeczownik, rodzaj męski",fr
divertissement,"rzeczownik, rodzaj męski",fr
divan,"rzeczownik, rodzaj męski",fr
divorce,"rzeczownik, rodzaj męski",fr
divisionnisme,"rzeczownik, rodzaj męski",fr
distributeur,"rzeczownik, rodzaj męski",fr
dissident,"rzeczownik, rodzaj męski",fr
disque dur,"fraza rzeczownikowa, rodzaj męski",fr
disque phonographique,"fraza rzeczownikowa, rodzaj męski",fr
disque compact,"fraza rzeczownikowa, rodzaj męski",fr
disque,"rzeczownik, rodzaj męski",fr
Élamite,"rzeczownik, rodzaj męski",fr
dispositif,"rzeczownik, rodzaj męski",fr
disque d'embrayage,"fraza rzeczownikowa, rodzaj męski",fr
Dismas,"rzeczownik, rodzaj męski, nazwa własna",fr
égyptologue,"rzeczownik, rodzaj męski",fr
éclaireur,"rzeczownik, rodzaj męski",fr
égoïste,"rzeczownik, rodzaj męski lub żeński",fr
Élam,"rzeczownik, rodzaj męski, nazwa własna",fr
égoïsme,"rzeczownik, rodzaj męski",fr
élan,"rzeczownik, rodzaj męski",fr
Égyptien,"rzeczownik, rodzaj męski",fr
égocentrique,"rzeczownik, rodzaj męski",fr
einsteinium,"rzeczownik, rodzaj męski",fr
égout,"rzeczownik, rodzaj męski",fr
égalitariste,"rzeczownik, rodzaj żeński",fr
éjaculat,"rzeczownik, rodzaj męski",fr
eicosanoïde,"rzeczownik, rodzaj męski",fr
égocentriste,"rzeczownik, rodzaj męski",fr
égard,"rzeczownik, rodzaj męski",fr
Égide,"rzeczownik, rodzaj męski, nazwa własna",fr
égocentrisme,"rzeczownik, rodzaj męski",fr
égalitarisme,"rzeczownik, rodzaj męski",fr
effroi,"rzeczownik, rodzaj męski",fr
équinoxe,"rzeczownik, rodzaj męski",fr
effort,"rzeczownik, rodzaj męski",fr
équipage,"rzeczownik, rodzaj męski",fr
équilibriste,"rzeczownik, rodzaj męski",fr
équatorial,przymiotnik,fr
Équateur,"rzeczownik, rodzaj męski, nazwa własna",fr
équateur,"rzeczownik, rodzaj męski",fr
Équatorien,"rzeczownik, rodzaj męski",fr
équilibre,"rzeczownik, rodzaj męski",fr
équateur céleste,"fraza rzeczownikowa, rodzaj męski",fr
époux,"rzeczownik, rodzaj męski",fr
Equateur,"rzeczownik, rodzaj męski, nazwa własna",fr
épuisement,"rzeczownik, rodzaj męski",fr
epsilon,"rzeczownik, rodzaj męski",fr
épouseur,"rzeczownik, rodzaj męski",fr
épouvantail,"rzeczownik, rodzaj męski",fr
extraterrestre,przymiotnik,fr
épithélium,"rzeczownik, rodzaj męski",fr
épisode,"rzeczownik, rodzaj męski",fr
Extrême Orient,"fraza rzeczownikowa, rodzaj męski, nazwa własna",fr
expressionniste,"rzeczownik, rodzaj męski",fr
extrait,"rzeczownik, rodzaj męski",fr
Esprit-Saint,"rzeczownik, rodzaj męski, nazwa własna",fr
extraverti,"rzeczownik, rodzaj męski",fr
extincteur,przymiotnik,fr
épiscopat,"rzeczownik, rodzaj męski",fr
exportateur,"rzeczownik, rodzaj męski",fr
expressionnisme,"rzeczownik, rodzaj męski",fr
expresso,"rzeczownik, rodzaj męski",fr
exposé,"rzeczownik, rodzaj męski",fr
explorateur,"rzeczownik, rodzaj męski",fr
exposant,"rzeczownik, rodzaj męski",fr
exploit,"rzeczownik, rodzaj męski",fr
explosif,przymiotnik,fr
expédient,przymiotnik,fr
expat,"rzeczownik, rodzaj męski",fr
expert,przymiotnik,fr
fondamentaliste,przymiotnik,fr
expérimentateur,"rzeczownik, rodzaj męski",fr
exotisme,"rzeczownik, rodzaj męski",fr
fondement,"rzeczownik, rodzaj męski",fr
expéditeur,"rzeczownik, rodzaj męski",fr
fondamentalisme,"rzeczownik, rodzaj męski",fr
folkloriste,"rzeczownik, rodzaj męski",fr
fonds,"rzeczownik, rodzaj męski",fr
fonctionnaire,"rzeczownik, rodzaj męski",fr
fonctionnement,"rzeczownik, rodzaj męski",fr
fondateur,"rzeczownik, rodzaj męski",fr
fond,"rzeczownik, rodzaj męski",fr
foin,"rzeczownik, rodzaj męski",fr
follicule ovarien,"fraza rzeczownikowa, rodzaj męski",fr
foie gras,"fraza rzeczownikowa, rodzaj męski",fr
folklore,"rzeczownik, rodzaj męski",fr
fomentateur,"rzeczownik, rodzaj męski",fr
foie,"rzeczownik, rodzaj męski",fr
gecko,"rzeczownik, rodzaj męski",fr
géant,"rzeczownik, rodzaj męski",fr
gekko,"rzeczownik, rodzaj męski",fr
geai,"rzeczownik, rodzaj męski",fr
gel,"rzeczownik, rodzaj męski",fr
gazouillement,"rzeczownik, rodzaj męski",fr
gazon,"rzeczownik, rodzaj męski",fr
gazole,"rzeczownik, rodzaj męski",fr
gazoduc,"rzeczownik, rodzaj męski",fr
Gazaoui,"rzeczownik, rodzaj męski",fr
gaz naturel,"fraza rzeczownikowa, rodzaj męski",fr
gazébo,"rzeczownik, rodzaj męski",fr
gaz moutarde,"fraza rzeczownikowa, rodzaj męski",fr
Gaulois,"rzeczownik, rodzaj męski",fr
gaz,"rzeczownik, rodzaj męski",fr
gaz à effet de serre,"fraza rzeczownikowa, rodzaj męski",fr
gaufrier,"rzeczownik, rodzaj męski",fr
gaulois,"rzeczownik, rodzaj męski",fr
Grand Lac Salé,"fraza rzeczownikowa, rodzaj męski, nazwa własna",fr
grand koudou,"fraza rzeczownikowa, rodzaj męski",fr
grand corbeau,"fraza rzeczownikowa, rodzaj męski",fr
grand gravelot,"fraza rzeczownikowa, rodzaj męski",fr
gramophone,"rzeczownik, rodzaj męski",fr
grand pétasite,"fraza rzeczownikowa, rodzaj męski",fr
gramme,"rzeczownik, rodzaj męski",fr
graissage,"rzeczownik, rodzaj męski",fr
graffeur,"rzeczownik, rodzaj męski",fr
grammairien,"rzeczownik, rodzaj męski",fr
grain,"rzeczownik, rodzaj męski",fr
gouverneur,"rzeczownik, rodzaj męski",fr
gradient,"rzeczownik, rodzaj męski",fr
graffiteur,"rzeczownik, rodzaj męski",fr
grade militaire,"fraza rzeczownikowa, rodzaj męski",fr
harcèlement,"rzeczownik, rodzaj męski",fr
gouvernail,"rzeczownik, rodzaj męski",fr
héraldiste,"rzeczownik, rodzaj męski",fr
goûter,czasownik przechodni,fr
gouvernement,"rzeczownik, rodzaj męski",fr
gouvernement fantoche,"fraza rzeczownikowa, rodzaj męski",fr
herbivore,przymiotnik,fr
héraut,"rzeczownik, rodzaj męski",fr
heptathlon,"rzeczownik, rodzaj męski",fr
hémophile,"rzeczownik, rodzaj męski i żeński",fr
heptose,"rzeczownik, rodzaj męski",fr
heptane,"rzeczownik, rodzaj męski",fr
hématologue,"rzeczownik, rodzaj męski i żeński",fr
